"gloss","bbox","fps","frame_end","frame_start","instance_id","signer_id","source","split","url","variation_id","video_id","is_available"
"champion","[676, 148, 1657, 1080]","25","-1","1","2","45","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Mushroom%2C%20Championship-FwEsnbhJcdw.mp4","0","v_id_09921","True"
"champion","[108, 18, 528, 480]","25","-1","1","3","59","asldeafined","val","https://media.asldeafined.com/vocabulary/1466729649.6746.mp4","0","v_id_09922","True"
"champion","[141, 6, 480, 370]","25","-1","1","5","95","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAMPION-2353.mp4","0","v_id_65330","True"
"champion","[63, 11, 196, 192]","25","-1","1","6","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/14/14281.mp4","0","v_id_09924","True"
"champion","[168, 54, 541, 400]","25","-1","1","8","12","aslsearch","train","http://www.aslsearch.com/signs/videos/champion.mp4","0","v_id_09926","True"
"champion","[4, 0, 279, 240]","25","-1","1","9","56","spreadthesign","test","https://media.spreadthesign.com/video/mp4/13/51532.mp4","0","v_id_09915","True"
"champion","[517, 64, 1673, 1080]","25","-1","1","10","4","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Champ%202-d0rndTtv_QI.mp4","0","v_id_09916","True"
"champion","[665, 76, 1690, 1080]","25","-1","1","11","4","signschool","test","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Champ%20copy-sWfCMQbdNJA.mp4","0","v_id_09917","True"
"champion","[696, 67, 1705, 1080]","25","-1","1","12","31","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Champ-fzzl8DJRa-I.mp4","0","v_id_09918","True"
"champion","[518, 91, 1605, 1080]","25","-1","1","13","39","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Champion%20-w2Z5s9MvegE.mp4","0","v_id_09919","True"
"cheese","[167, 57, 544, 400]","25","-1","1","4","12","aslsearch","train","http://www.aslsearch.com/signs/videos/cheese.mp4","0","v_id_10275","True"
"cheese","[163, 16, 464, 370]","25","-1","1","5","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHEESE-430.mp4","0","v_id_65345","True"
"cheese","[14, 0, 272, 240]","25","-1","1","6","2","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/125952.mp4","0","v_id_10266","True"
"cheese","[393, 60, 821, 720]","25","-1","1","8","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cheese.mp4","0","v_id_10267","True"
"cheese","[344, 38, 1027, 720]","25","-1","1","9","4","signschool","test","https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cheese.mp4","0","v_id_10268","True"
"cheese","[95, 24, 539, 480]","25","-1","1","10","59","asldeafined","val","https://media.asldeafined.com/vocabulary/1466731594.4868.mp4","0","v_id_10269","True"
"cheese","[77, 7, 213, 192]","25","-1","1","12","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/5/5784.mp4","0","v_id_10271","True"
"cough","[64, 9, 211, 192]","25","-1","1","1","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/14/14188.mp4","0","v_id_13473","True"
"cough","[171, 16, 492, 370]","25","-1","1","5","102","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUGH-1169.mp4","0","v_id_65411","True"
"cough","[174, 64, 549, 400]","25","-1","1","8","12","aslsearch","train","http://www.aslsearch.com/signs/videos/cough.mp4","0","v_id_13478","True"
"cough","[66, 35, 235, 240]","25","-1","1","9","2","spreadthesign","test","https://media.spreadthesign.com/video/mp4/13/93256.mp4","0","v_id_13468","True"
"cough","[399, 57, 812, 720]","25","-1","1","10","38","startasl","val","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cough.mp4","0","v_id_13469","True"
"cough","[104, 28, 512, 480]","25","-1","1","11","59","asldeafined","test","https://media.asldeafined.com/vocabulary/1466903703.2205.mp4","0","v_id_13470","True"
"crazy","[135, 66, 557, 400]","25","-1","1","5","12","aslsearch","train","http://www.aslsearch.com/signs/videos/crazy.mp4","0","v_id_13863","True"
"crazy","[102, 14, 508, 370]","25","-1","1","6","102","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CR/CRAZY-1184.mp4","0","v_id_65421","True"
"crazy","[117, 15, 498, 370]","25","-1","1","7","102","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CR/CRAZY-1186.mp4","0","v_id_65422","True"
"crazy","[30, 12, 234, 240]","25","-1","1","8","2","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/93913.mp4","0","v_id_13854","True"
"crazy","[85, 24, 526, 480]","25","-1","1","10","59","asldeafined","test","https://media.asldeafined.com/vocabulary/1466905061.43.mp4","0","v_id_13855","True"
"crazy","[47, 23, 211, 192]","25","-1","1","13","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22152.mp4","0","v_id_13858","True"
"crazy","[47, 22, 211, 192]","25","-1","1","14","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22153.mp4","0","v_id_13859","True"
"delay","[82, 17, 216, 192]","25","-1","1","2","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6586.mp4","0","v_id_15325","True"
"delay","[75, 13, 227, 192]","25","-1","1","3","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/6/6587.mp4","0","v_id_15326","True"
"delay","[72, 13, 225, 192]","25","-1","1","4","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6588.mp4","0","v_id_15327","True"
"delay","[78, 14, 216, 192]","25","-1","1","5","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6589.mp4","0","v_id_15328","True"
"delay","[73, 0, 233, 240]","25","-1","1","6","37","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/456691.mp4","0","v_id_15319","True"
"delay","[75, 14, 235, 192]","25","-1","1","8","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6929.mp4","0","v_id_15330","True"
"delay","[197, 62, 548, 400]","25","-1","1","10","12","aslsearch","test","http://www.aslsearch.com/signs/videos/delay.mp4","0","v_id_15332","True"
"delay","[469, 54, 1678, 1078]","25","-1","1","11","4","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Delay%202-P-2XIzcDLm4.mp4","0","v_id_15320","True"
"delay","[532, 69, 1457, 1080]","25","-1","1","12","6","signschool","test","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Delay-nXXvCpAldrI.mp4","0","v_id_15321","True"
"delay","[451, 41, 1123, 720]","25","-1","1","13","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Delay.mp4","0","v_id_15322","True"
"delay","[139, 0, 531, 480]","25","-1","1","14","13","asldeafined","train","https://media.asldeafined.com/vocabulary/1468756474.6417.mp4","0","v_id_15323","True"
"delicious","[560, 107, 1573, 1076]","25","-1","1","1","39","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Delicious%202-EGPbter02aU.mp4","0","v_id_15363","True"
"delicious","[693, 122, 1620, 1071]","25","-1","1","2","39","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Delicious%203-rfAdArfzx2Q.mp4","0","v_id_15364","True"
"delicious","[673, 118, 1564, 1065]","25","-1","1","3","39","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Delicious-z4EGd4Y2TOs.mp4","0","v_id_15365","True"
"delicious","[357, 19, 808, 480]","25","-1","1","4","60","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20really%20delicious-_HJPMED-hHE.mp4","0","v_id_15366","True"
"delicious","[69, 23, 202, 192]","25","-1","1","7","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22563.mp4","0","v_id_15369","True"
"delicious","[175, 16, 482, 369]","25","-1","1","8","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DELICIOUS-105.mp4","0","v_id_65457","True"
"delicious","[49, 22, 211, 192]","25","-1","1","10","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22564.mp4","0","v_id_15370","True"
"delicious","[191, 64, 533, 400]","25","-1","1","14","12","aslsearch","test","http://www.aslsearch.com/signs/videos/delicious.mp4","0","v_id_15374","True"
"delicious","[86, 36, 233, 240]","25","-1","1","15","2","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/93286.mp4","0","v_id_15361","True"
"delicious","[428, 56, 806, 720]","25","-1","1","16","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/delicious.mp4","0","v_id_15362","True"
"disappear","[89, 13, 561, 480]","25","-1","1","2","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1467770455.8647.mp4","0","v_id_16441","True"
"disappear","[95, 23, 226, 192]","25","-1","1","4","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22669.mp4","0","v_id_16443","True"
"disappear","[84, 22, 226, 192]","25","-1","1","5","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22670.mp4","0","v_id_16444","True"
"disappear","[241, 48, 503, 400]","25","-1","1","13","41","aslsearch","val","http://www.aslsearch.com/signs/videos/disappear.mp4","0","v_id_16450","True"
"disappear","[80, 37, 238, 240]","25","-1","1","14","2","spreadthesign","test","https://media.spreadthesign.com/video/mp4/13/93305.mp4","0","v_id_16438","True"
"disappear","[646, 35, 1684, 1080]","25","-1","1","15","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Disappear%20copy--EkRJFWJsdU.mp4","0","v_id_16439","True"
"disappear","[679, 64, 1444, 1080]","25","-1","1","16","31","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Disappear-svFQKWjXxL0.mp4","0","v_id_16440","True"
"divorce","[210, 17, 545, 414]","25","-1","1","3","36","startasl","val","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/divorce.mp4","0","v_id_16966","True"
"divorce","[634, 36, 1506, 1080]","25","-1","1","5","6","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Divorce-bOAMrTyVSAU.mp4","0","v_id_16968","True"
"divorce","[64, 3, 226, 192]","25","-1","1","9","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/5/5694.mp4","0","v_id_16972","True"
"divorce","[27, 0, 281, 240]","25","-1","1","11","77","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/185037.mp4","0","v_id_16963","True"
"divorce","[181, 57, 572, 400]","25","-1","1","16","12","aslsearch","train","http://www.aslsearch.com/signs/videos/divorce.mp4","0","v_id_16976","True"
"divorce","[65, 0, 276, 240]","25","-1","1","18","0","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/58289.mp4","0","v_id_16965","True"
"draw","[180, 13, 497, 370]","25","-1","1","0","94","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRAW-444.mp4","0","v_id_65531","True"
"draw","[71, 17, 216, 192]","25","-1","1","5","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/6/6772.mp4","0","v_id_17600","True"
"draw","[233, 18, 587, 414]","25","-1","1","8","36","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/draw.mp4","0","v_id_17594","True"
"draw","[185, 59, 531, 400]","25","-1","1","13","12","aslsearch","val","http://www.aslsearch.com/signs/videos/draw.mp4","0","v_id_17607","True"
"draw","[587, 64, 1557, 1080]","25","-1","1","14","31","signschool","test","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sketch%2C%20Art%2C%20Draw-Q59qQzYpc2g.mp4","0","v_id_17595","True"
"draw","[61, 14, 548, 480]","25","-1","1","15","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1467773594.1009.mp4","0","v_id_17596","True"
"east","[70, 17, 217, 192]","25","-1","1","1","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6863.mp4","0","v_id_18294","True"
"east","[152, 32, 470, 370]","25","-1","1","5","98","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EA/EAST-1290.mp4","0","v_id_65597","True"
"east","[66, 10, 240, 180]","25","-1","1","6","19","elementalasl","train","https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/east.mov","0","v_id_18288","True"
"east","[150, 52, 577, 400]","25","-1","1","8","12","aslsearch","train","http://www.aslsearch.com/signs/videos/east.mp4","0","v_id_18298","True"
"east","[8, 1, 283, 240]","25","-1","1","9","28","spreadthesign","test","https://media.spreadthesign.com/video/mp4/13/481196.mp4","0","v_id_18289","True"
"east","[331, 54, 823, 720]","25","-1","1","10","38","startasl","val","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/east.mp4","0","v_id_18290","True"
"east","[665, 77, 1455, 1080]","25","-1","1","11","31","signschool","test","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20East-pB8laIXIVQc.mp4","0","v_id_18291","True"
"east","[54, 12, 559, 480]","25","-1","1","12","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468347751.9471.mp4","0","v_id_18292","True"
"easy","[187, 55, 560, 400]","25","-1","1","6","12","aslsearch","train","http://www.aslsearch.com/signs/videos/easy.mp4","0","v_id_18315","True"
"easy","[177, 12, 495, 370]","25","-1","1","7","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EA/EASY-684.mp4","0","v_id_65600","True"
"easy","[59, 0, 273, 240]","25","-1","1","8","35","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/399489.mp4","0","v_id_18306","True"
"easy","[703, 64, 1576, 1080]","25","-1","1","10","6","signschool","test","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Easy-ibHrnI23lTc.mp4","0","v_id_18307","True"
"easy","[90, 4, 558, 480]","25","-1","1","11","21","asldeafined","val","https://media.asldeafined.com/vocabulary/1468347802.2280.mp4","0","v_id_18308","True"
"easy","[87, 16, 230, 192]","25","-1","1","14","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/8/8403.mp4","0","v_id_18311","True"
"egg","[72, 22, 207, 192]","25","-1","1","7","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22789.mp4","0","v_id_18494","True"
"egg","[177, 15, 493, 370]","25","-1","1","8","90","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EG/EGG-447.mp4","0","v_id_65607","True"
"egg","[72, 21, 204, 192]","25","-1","1","10","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/22/22790.mp4","0","v_id_18495","True"
"egg","[176, 53, 542, 400]","25","-1","1","13","12","aslsearch","val","http://www.aslsearch.com/signs/videos/egg.mp4","0","v_id_18498","True"
"egg","[74, 10, 252, 180]","25","-1","1","14","19","elementalasl","test","https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/egg.mov","0","v_id_18486","True"
"egg","[58, 14, 257, 240]","25","-1","1","15","2","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/153296.mp4","0","v_id_18487","True"
"egg","[78, 14, 596, 480]","25","-1","1","16","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468348272.3675.mp4","0","v_id_18488","True"
"environment","[624, 124, 1642, 1074]","25","-1","1","1","39","signschool","test","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Environment-VCvnRK0u1Pc.mp4","1","v_id_19410","True"
"environment","[649, 66, 1753, 1080]","25","-1","1","2","31","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Surrounding%2C%20Context%2C%20Environment-X2ZSi5tkW0I.mp4","1","v_id_19411","True"
"environment","[17, 0, 573, 480]","25","-1","1","3","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468376731.9585.mp4","1","v_id_19412","True"
"environment","[89, 19, 207, 192]","25","-1","1","5","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/7/7187.mp4","0","v_id_19414","True"
"environment","[157, 29, 483, 370]","25","-1","1","7","98","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EN/ENVIRONMENT-1315.mp4","0","v_id_65638","True"
"environment","[207, 33, 469, 370]","25","-1","1","8","91","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EN/ENVIRONMENT-1965.mp4","1","v_id_65639","True"
"environment","[96, 10, 249, 180]","25","-1","1","9","19","elementalasl","train","https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/environment.mov","0","v_id_19406","True"
"environment","[187, 55, 541, 400]","25","-1","1","12","12","aslsearch","train","http://www.aslsearch.com/signs/videos/environment.mp4","0","v_id_19418","True"
"environment","[6, 0, 281, 240]","25","-1","1","13","77","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/185053.mp4","1","v_id_19407","True"
"environment","[61, 0, 268, 240]","25","-1","1","14","0","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/58294.mp4","0","v_id_19408","True"
"environment","[329, 57, 822, 720]","25","-1","1","15","38","startasl","val","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/environment.mp4","1","v_id_19409","True"
"father","[147, 4, 549, 480]","25","-1","1","1","116","aslbrick","train","http://aslbricks.org/New/ASL-Videos/father.mp4","0","v_id_69318","True"
"father","[157, 35, 553, 400]","25","-1","1","3","12","aslsearch","val","http://www.aslsearch.com/signs/videos/dad.mp4","0","v_id_21221","True"
"father","[127, 7, 519, 414]","25","-1","1","4","36","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/father.mp4","0","v_id_21205","True"
"father","[192, 11, 590, 360]","25","-1","1","6","52","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Father.mp4","0","v_id_21207","True"
"father","[123, 0, 597, 480]","25","-1","1","8","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468463544.4624.mp4","0","v_id_21209","True"
"father","[53, 0, 218, 192]","25","-1","1","11","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6510.mp4","0","v_id_21212","True"
"father","[57, 9, 244, 240]","25","-1","1","14","37","spreadthesign","test","https://media.spreadthesign.com/video/mp4/13/455635.mp4","0","v_id_21204","True"
"fault","[562, 64, 1570, 1080]","25","-1","1","1","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Fault-fMr4wA0VyW0.mp4","0","v_id_21275","True"
"fault","[57, 9, 577, 480]","25","-1","1","2","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468463664.9101.mp4","0","v_id_21276","True"
"fault","[82, 13, 223, 192]","25","-1","1","6","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/7/7139.mp4","1","v_id_21280","True"
"fault","[82, 13, 223, 192]","25","-1","1","7","11","signingsavvy","test","https://www.signingsavvy.com/signs/mp4/7/7139.mp4","1","v_id_21281","True"
"fault","[72, 15, 218, 192]","25","-1","1","9","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/7/7140.mp4","1","v_id_21282","True"
"fault","[54, 14, 224, 192]","25","-1","1","10","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/7/7141.mp4","0","v_id_21283","True"
"fault","[171, 37, 477, 400]","25","-1","1","13","41","aslsearch","test","http://www.aslsearch.com/signs/videos/fault.mp4","0","v_id_21286","True"
"fault","[43, 12, 237, 240]","25","-1","1","15","0","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/63613.mp4","0","v_id_21273","True"
"fault","[631, 40, 1759, 1080]","25","-1","1","16","4","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blame-qnoOB-BriM0.mp4","1","v_id_21274","True"
"flower","[172, 18, 459, 370]","25","-1","1","6","94","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FL/FLOWER-381.mp4","0","v_id_65746","True"
"flower","[65, 0, 242, 240]","25","-1","1","7","37","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/456351.mp4","0","v_id_22548","True"
"flower","[190, 51, 542, 400]","25","-1","1","9","12","aslsearch","train","http://www.aslsearch.com/signs/videos/flower.mp4","0","v_id_22558","True"
"flower","[219, 16, 526, 414]","25","-1","1","10","36","startasl","test","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/flower.mp4","0","v_id_22549","True"
"flower","[639, 88, 1435, 1080]","25","-1","1","11","31","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Flower-KPdJAe0K3YA.mp4","0","v_id_22550","True"
"flower","[113, 12, 550, 480]","25","-1","1","12","21","asldeafined","test","https://media.asldeafined.com/vocabulary/1468512943.6534.mp4","0","v_id_22551","True"
"flower","[81, 14, 221, 192]","25","-1","1","14","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/7/7392.mp4","0","v_id_22553","True"
"friendly","[194, 38, 490, 370]","25","-1","1","5","96","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FR/FRIENDLY-2162.mp4","0","v_id_65783","True"
"friendly","[186, 50, 545, 400]","25","-1","1","7","12","aslsearch","train","http://www.aslsearch.com/signs/videos/friendly.mp4","0","v_id_23589","True"
"friendly","[24, 0, 291, 240]","25","-1","1","8","53","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/51578.mp4","0","v_id_23580","True"
"friendly","[392, 56, 844, 720]","25","-1","1","9","38","startasl","test","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/friendly.mp4","0","v_id_23581","True"
"friendly","[624, 88, 1522, 1080]","25","-1","1","10","45","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Friendly-93dX17O8vYY.mp4","0","v_id_23582","True"
"friendly","[74, 18, 591, 480]","25","-1","1","11","21","asldeafined","test","https://media.asldeafined.com/vocabulary/1468514247.3353.mp4","0","v_id_23583","True"
"friendly","[38, 0, 234, 192]","25","-1","1","13","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/5/5858.mp4","0","v_id_23585","True"
"glasses","[686, 81, 1639, 1080]","25","-1","1","2","32","signschool","train","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Glasses%202-vxyyYSeMsoQ.mp4","0","v_id_24724","True"
"glasses","[657, 73, 1668, 1080]","25","-1","1","3","32","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Glasses-YAWpePAtslQ.mp4","0","v_id_24725","True"
"glasses","[31, 4, 595, 480]","25","-1","1","4","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468549134.8281.mp4","0","v_id_24726","True"
"glasses","[67, 13, 237, 192]","25","-1","1","6","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/7/7800.mp4","0","v_id_24728","True"
"glasses","[158, 41, 489, 370]","25","-1","1","8","106","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GL/GLASSES-467.mp4","0","v_id_65822","True"
"glasses","[57, 13, 262, 240]","25","-1","1","9","26","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/311370.mp4","0","v_id_24720","True"
"glasses","[182, 55, 539, 400]","25","-1","1","13","12","aslsearch","test","http://www.aslsearch.com/signs/videos/glasses.mp4","0","v_id_24732","True"
"glasses","[423, 71, 846, 720]","25","-1","1","14","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/glasses-2.mp4","0","v_id_24721","True"
"glasses","[420, 77, 817, 720]","25","-1","1","15","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/glasses-3.mp4","0","v_id_24722","True"
"halloween","[90, 10, 544, 480]","25","-1","1","1","21","asldeafined","val","https://media.asldeafined.com/vocabulary/1468579154.137.mp4","1","v_id_26255","True"
"halloween","[91, 22, 215, 192]","25","-1","1","4","10","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/23/23070.mp4","1","v_id_26259","True"
"halloween","[166, 24, 459, 370]","25","-1","1","5","92","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HA/HALLOWEEN_1-2368.mp4","1","v_id_65873","True"
"halloween","[154, 35, 512, 370]","25","-1","1","6","106","aslsignbank","train","https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HA/HALLOWEEN_2-1845.mp4","0","v_id_65874","True"
"halloween","[186, 49, 543, 400]","25","-1","1","9","12","aslsearch","val","http://www.aslsearch.com/signs/videos/halloween.mp4","1","v_id_26262","True"
"halloween","[70, 52, 231, 240]","25","-1","1","10","2","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/93113.mp4","1","v_id_26251","True"
"halloween","[36, 49, 271, 240]","25","-1","1","11","2","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/93114.mp4","0","v_id_26252","True"
"halloween","[424, 57, 911, 720]","25","-1","1","12","38","startasl","val","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/halloween2.mp4","0","v_id_26253","True"
"halloween","[427, 56, 814, 720]","25","-1","1","13","38","startasl","train","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/halloween.mp4","1","v_id_26254","True"
"hard","[569, 81, 1310, 1080]","25","-1","1","1","115","aslbrick","train","http://aslbricks.org/New/ASL-Videos/hard.mp4","0","v_id_69358","True"
"hard","[76, 17, 212, 192]","25","-1","1","4","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/6/6655.mp4","0","v_id_26573","True"
"hard","[73, 18, 210, 192]","25","-1","1","5","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/8/8596.mp4","0","v_id_26574","True"
"hard","[422, 51, 821, 720]","25","-1","1","12","38","startasl","test","https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hard.mp4","0","v_id_26568","True"
"hard","[672, 140, 1435, 1080]","25","-1","1","13","31","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hard-wuktyvLrrWI.mp4","0","v_id_26569","True"
"hard","[44, 19, 544, 480]","25","-1","1","14","21","asldeafined","test","https://media.asldeafined.com/vocabulary/1468579638.8470.mp4","0","v_id_26570","True"
"heart","[675, 55, 1512, 1069]","25","-1","1","1","4","signschool","val","https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Heart%20copy-ruzHjYmh9Yw.mp4","0","v_id_27044","True"
"heart","[93, 12, 531, 480]","25","-1","1","3","21","asldeafined","train","https://media.asldeafined.com/vocabulary/1468580452.623.mp4","0","v_id_27046","True"
"heart","[87, 14, 231, 192]","25","-1","1","7","11","signingsavvy","train","https://www.signingsavvy.com/signs/mp4/8/8387.mp4","0","v_id_27050","True"
"heart","[81, 14, 236, 192]","25","-1","1","8","11","signingsavvy","val","https://www.signingsavvy.com/signs/mp4/8/8388.mp4","1","v_id_27051","True"
"heart","[61, 0, 264, 240]","25","-1","1","9","37","spreadthesign","train","https://media.spreadthesign.com/video/mp4/13/456569.mp4","1","v_id_27042","True"
